"word","phonetic","meaning","level","category","example","related_words","part_of_speech","root"
"swing","/swiŋ/","摇摆；回转 n.摇摆","CET4","CET4","","","vi",""
"swiss","/swis/","瑞士的 n.瑞士人","CET4","CET4","","","a",""
"switch","/swit∫/","开关；转换 vt.转换","CET4","CET4","","","n",""
"sword","/sɔːd/","剑，刀","CET4","CET4","","","n",""
"symbol","/ˈsɪmbəl/","象征，符号","CET6","CET6","","","n",""
"symmetry","/ˈsɪmətrɪ/","对称，匀称","CET6","CET6","","","n",""
"sympathetic","/ˌsɪmpəˈθetɪk/","有同情心的，表示同情的","CET6","CET6","","","adj",""
"sympathize","/ˈsimpəθaiz/","同情/感，共鸣","CET4","CET4","","","vi",""
"sympathy","/ˈsɪmpəθɪ/","同情，怜悯","CET6","CET6","","","n",""
"symphony","/ˈsɪmfənɪ/","交响乐，交响曲","CET6","CET6","","","n",""
"symposium","/sɪmˈpəʊzɪəm/","(专题)研讨会，讨论会","CET6","CET6","","","n",""
"syndrome","/ˈsɪndrəʊm/","综合征","CET6","CET6","","","n",""
"syntax","/ˈsɪntæks/","语法","CET6","Technology","The code has a syntax error.","grammar, structure, rules, format","noun","希腊语 syntaxis"
"synthesis","/ˈsɪnθəsɪs/","综合；合成","TOEFL","TOEFL","The paper offers a synthesis of existing research.","combination, integration, fusion, blend","noun","希腊语 synthesis"
"synthetic","/sinˈθeti/","综合的；合成的","CET4","CET4","","","a",""
"system","/ˈsɪstəm/","系统","CET4","Technology","The operating system manages computer resources.","framework, network, setup, structure","noun","希腊语 systema"
"table","/ˈteibl/","桌子；餐桌；项目表","CET4","CET4","","","n",""
"tablet","/ˈtæblit/","碑，匾；药片","CET4","CET4","","","n",""
"tack","/tæk/","平头钉，大头钉 2. 思路，行动方针","CET6","CET6","","","n",""
"tackle","/ˈtækl/","(橄榄球赛中)阻挡并绊倒 对手，抢球 2. 用具，器械 3. 滑车，滑车索具","CET6","CET6","","","n",""
"tag","/tæg/","附加语；标签","CET4","CET4","","","n",""
"tail","/teil/","尾巴；末尾部分","CET4","CET4","","","n",""
"tailor","/ˈteilə/","裁缝 vt.裁制衣服","CET4","CET4","","","n",""
"take","/teik/","拿；抓；拿走；吃","CET4","CET4","","","vt",""
"tale","/teil/","故事，传说","CET4","CET4","","","n",""
"talent","/ˈtælənt/","天才；才能；人才","CET4","CET4","","","n",""
"talk","/tɔːk/","讲话 vt.谈论","CET4","CET4","","","vi",""
"tall","/tɔːl/","高的，身材高的","CET4","CET4","","","n",""
"tame","/teɪm/","驯良的，驯服的 2. 顺从的，温顺的","CET6","CET6","","","adj",""
"tan","/tæn/","硝(皮)，靴(革) 2. (使某物)晒成褐色，晒黑 3. 痛打 || tan sb’s hide 痛打某人","CET6","CET6","","","v",""
"tangle","/ˈtæŋɡl/","(使某物)乱作一团 2. (使)纠缠，(使)混乱","CET6","CET6","","","v",""
"tank","/tæŋk/","坦克；大容器，槽","CET4","CET4","","","n",""
"tanker","/ˈtæŋkə/","油轮，运油车","CET6","CET6","","","n",""
"tap","/tæp/","&vi.&n.轻叩","CET4","CET4","","","vt",""
"tape","/teip/","线带；磁带，录音带","CET4","CET4","","","n",""
"target","/ˈtɑːɡɪt/","靶子，标的 2. 攻击(批评、嘲笑)的对象，目标 3. 拟达到的总数或指标","CET6","CET6","","","n",""
"tariff","/ˈtærɪf/","关税 2. (酒店、餐馆等的)价目表","CET6","CET6","","","n",""
"task","/tɑːsk/","任务，工作，作业","CET4","CET4","","","n",""
"taste","/teist/","尝；尝到 n.味觉","CET4","CET4","","","vt",""
"tax","/tæks/","税，税款；负担","CET4","CET4","","","n",""
"taxi","/ˈtæksi/","出租汽车","CET4","CET4","","","n",""
"tea","/tiː/","茶；茶叶；茶树","CET4","CET4","","","n",""
"teach","/tiːt∫/","讲；教育 vt.教书","CET4","CET4","","","vt",""
"teacher","/ˈtiːt∫ə/","教师，老师，先生","CET4","CET4","","","n",""
"teaching","/ˈtiːt∫iŋ/","教学，讲授；教导","CET4","CET4","","","n",""
"team","/tiːm/","队，组","CET4","CET4","","","n",""
"tear","/tiə/","眼泪，泪珠","CET4","CET4","","","n",""
"tease","/tiːz/","取笑，揶揄，嘲弄","CET6","CET6","","","v",""
"technical","/ˈteknikəl/","技术的，工艺的","CET4","CET4","","","a",""
"technician","/tekˈni∫(ə)n/","技术员，技师","CET4","CET4","","","n",""
"technique","/tekˈniːk/","技术，技巧；技能","CET4","CET4","","","n",""
"technology","/tekˈnɑːlədʒi/","技术","CET4","Technology","Technology is advancing at an incredible pace.","innovation, science, engineering, technique","noun","希腊语 techne + logia"
"tedious","/ˈtiːdɪəs/","沉闷的，厌烦的，乏味的","CET6","CET6","","","adj",""
"teenager","/ˈtiːnˌeidʒə/","青少年","CET4","CET4","","","n",""
"telecommunication","/ˈtelikәmjuːniˈkeiʃәn/","电讯，远距离通讯，无线电通讯","CET6","CET6","","","n",""
"telegram","/ˈteligræm/","电报","CET4","CET4","","","n",""
"telegraph","/ˈteligrɑːf/","电报机；电报","CET4","CET4","","","n",""
"telephone","/ˈtelifəun/","电话 vi.打电话","CET4","CET4","","","n",""
"telescope","/ˈtelɪskoʊp/","望远镜","CET4","Science","The telescope revealed distant galaxies.","instrument, scope, binoculars, viewer","noun","希腊语 tele + skopein"
"television","/ˈteliviʒən/","电视；电视机","CET4","CET4","","","n",""
"tell","/tel/","讲述；吩咐；辨别","CET4","CET4","","","vt",""
"temper","/ˈtempə/","心情，脾气，性情，气质 2. (钢等物质的)硬度、韧度，回火度 || be in a (bad) temper在生气，在发怒 [be in a good temper心情好] get into a temper发怒 / lose one’s","CET6","CET6","","","n",""
"temperament","/ˈtemprəmənt/","气质，性情，禀性","CET6","CET6","","","n",""
"temperature","/ˈtemprətʃər/","温度","CET4","Science","The temperature reached 40 degrees Celsius.","heat, warmth, climate, degree","noun","拉丁语 temperatura"
"temple","/ˈtempl/","圣堂，神殿，庙宇","CET4","CET4","","","n",""
"tempo","/ˈtempəʊ/","(乐曲的)速度节拍 2. (运动或活动的)速度，进度","CET6","CET6","","","n",""
"temporary","/ˈtempərəri/","暂时的，临时的","CET4","CET4","","","a",""
"tempt","/tempt/","引诱，勾引 2. 诱导，导致","CET6","CET6","","","v",""
"temptation","/tempˈtei∫ən/","诱惑，引诱","CET4","CET4","","","n",""
"ten","/ten/","十，十个","CET4","CET4","","","num",""
"tenant","/ˈtenənt/","房客，佃户，承租人","CET6","CET6","","","n",""
"tend","/tend/","照管，照料，护理","CET4","CET4","","","vt",""
"tendency","/ˈtendənsɪ/","倾向，趋势","CET6","CET6","","","n",""
"tender","/ˈtendə/","嫩的；脆弱的","CET4","CET4","","","a",""
"tennis","/ˈtenis/","网球，网球运动","CET4","CET4","","","n",""
"tense","/tens/","时态，时","CET4","CET4","","","n",""
"tent","/tent/","帐篷","CET4","CET4","","","n",""
"tentative","/ˈtentətɪv/","试探性的，临时性的 2. 踌躇的，无把握的","CET6","CET6","","","adj",""
"tenth","/tenθ/","第十；十分之一","CET4","CET4","","","num",""
"term","/təːm/","期；学期；条件；词","CET4","CET4","","","n",""
"terminal","/ˈtɜːrmɪnl/","终端","CET6","Technology","Open the terminal to run commands.","console, command line, workstation, endpoint","noun","拉丁语 terminalis"
"terminate","/ˈtɜːmɪneɪt/","(使)终止，结束","CET6","CET6","","","v",""
"terrace","/ˈterəs/","梯田，台地 2. (梯级宽且矮的)台阶(如看台) 3. 排房(设计相同的一排房屋)","CET6","CET6","","","n",""
"terrain","/təˈreɪn/","地形，地势","CET6","CET6","","","n",""
"terrible","/ˈterəbl/","可怕的；极度的","CET4","CET4","","","a",""
"terrific","/təˈrɪfɪk/","可怕的，令人恐怖的 2. 极大的，极端的 3. 极妙的;了不起的","CET6","CET6","","","adj",""
"terrify","/ˈterɪfaɪ/","使恐怖，惊吓 || be terrified at对...感到恐惧","CET6","CET6","","","v",""
"territory","/ˈterɪtərɪ/","领土 2. 土地，区域 3. (AmE)属地","CET6","CET6","","","n",""
"terror","/ˈterə/","恐怖，惊骇","CET4","CET4","","","n",""
"test","/test/","&vt.试验；检验","CET4","CET4","","","n",""
"testify","/ˈtestɪfaɪ/","作证，证实 2. 表明，证明","CET6","CET6","","","v",""
"testimony","/ˈtestɪmənɪ/","(书面或口头的)证词(尤指发誓后作出的) 2. (对事物的)见证或证明","CET6","CET6","","","n",""
"text","/tekst/","原文，本文；课文","CET4","CET4","","","n",""
"textbook","/ˈtekstbuk/","课本，教科书","CET4","CET4","","","n",""
"textile","/ˈtekstail/","纺织品 a.纺织的","CET4","CET4","","","n",""
"texture","/ˈtekstʃə/","质地，纹理，织法","CET6","CET6","","","n",""
"than","/ðæn/","(比较级)比","CET4","CET4","","","conj",""
"thank","/θæŋk/","谢谢，感谢 n.感谢","CET4","CET4","","","vt",""
"thanksgiving","/ˈθæŋksˌgiviŋ/","感谢，感恩","CET6","CET6","","","n",""
"that","/ðæt/","那 pron.那 ad.那样","CET4","CET4","","","a",""
"the","/ðə/","(定冠词)这，那","CET4","CET4","","","art",""
"theatre","/ˈθiətə(r)/","戏院；戏剧；教室","CET4","CET4","","","n",""
"theft","/θeft/","偷窃，盗窃","CET6","CET6","","","n",""
"their","/ðeə/","他(她、它)们的","CET4","CET4","","","pron",""
"theirs","/ðeəz/","他(她)们的东西","CET4","CET4","","","pron",""
"them","/θem/","(宾格)他们","CET4","CET4","","","pron",""
"theme","/θiːm/","话题，主题 2. 主旋律，基调","CET6","CET6","","","n",""
"themselves","/ðəmˈselvz/","他们自己","CET4","CET4","","","pron",""
"then","/ðen/","当时；然后；那么","CET4","CET4","","","ad",""
"theoretical","/θiəˈretikəl/","理论(上)的","CET4","CET4","","","a",""
"theory","/ˈθɪri/","理论","CET4","Science","Einstein's theory of relativity changed physics.","principle, concept, idea, hypothesis","noun","希腊语 theoria"
"there","/ðeə/","在那里；在那点上","CET4","CET4","","","ad",""
"thereafter","/ðeərˈɑːftə/","v. 此后，其后","CET6","CET6","","","ad",""
"thereby","/ˈðeəˈbai/","因此，从而，由此","CET4","CET4","","","ad",""
"therefore","/ˈðeəfɔː/","v. &conj. 因此，所以","CET6","CET6","","","ad",""
"thermal","/ˈθɜːməl/","热的，热量的 2. 温暖的，热的 3. (指衣物)保暖的，防寒的","CET6","CET6","","","adj",""
"thermometer","/θəˈmɔmitə(r)/","温度计，寒暑表","CET4","CET4","","","n",""
"these","/ðiːz/","&pron.这些","CET4","CET4","","","a",""
"thesis","/ˈθiːsɪs/","学位论文，论文 2. 论点，论题","CET6","CET6","","","n",""
"they","/ðei/","(主格)他(她)们","CET4","CET4","","","pron",""
"thick","/θik/","厚的；密的；浓","CET4","CET4","","","a",""
"thickness","/ˈθiknis/","厚(度)；密(度)","CET4","CET4","","","n",""
"thief","/θiːf/","窃贼，偷窃犯","CET4","CET4","","","n",""
"thigh","/θaɪ/","股，大腿","CET6","CET6","","","n",""
"thin","/θin/","薄的；淡的 vi.变薄","CET4","CET4","","","a",""
"thing","/θiŋ/","物；用品；事；情况","CET4","CET4","","","n",""
"think","/θiŋk/","想；想要；认为","CET4","CET4","","","vt",""
"third","/θəːd/","第三；三分之一","CET4","CET4","","","num",""
"thirdly","/ˈθəːdli/","第三","CET4","CET4","","","ad",""
"thirst","/θəːst/","渴，口渴；渴望","CET4","CET4","","","n",""
"thirsty","/ˈθəːsti/","渴的；渴望的","CET4","CET4","","","a",""
"thirteen","/ˈθəːˈtiːn/","十三，十三个","CET4","CET4","","","num",""
"thirty","/ˈθəːti/","三十，三十个","CET4","CET4","","","num",""
"this","/ðis/","这；今 pron.这","CET4","CET4","","","a",""
"thorn","/θɔːn/","刺，棘 2. 荆棘","CET6","CET6","","","n",""
"thorough","/ˈθʌrə/","彻底的；详尽的","CET4","CET4","","","a",""
"those","/ðəuz/","那些","CET4","CET4","","","pron",""
"though","/ðəu/","虽然 ad.可是","CET4","CET4","","","conj",""
"thought","/θɔːt/","思想；思维；想法","CET4","CET4","","","n",""
"thoughtful","/ˈθɔːtful/","沉思的；体贴的","CET4","CET4","","","a",""
"thousand","/ˈθauzənd/","千，千个 n.无数","CET4","CET4","","","num",""
"thread","/θred/","线；丝；螺纹；头绪","CET4","CET4","","","n",""
"threat","/θret/","威胁，恐吓，凶兆","CET4","CET4","","","n",""
"threaten","/ˈθretən/","恐吓，威胁 2. 预示，有...的征兆","CET6","CET6","","","v",""
"three","/θriː/","三，三个","CET4","CET4","","","num",""
"threshold","/ˈθreʃhəʊld/","门槛，门口 2. 开端，开始","CET6","CET6","","","n",""
"thrill","/θrɪl/","(一阵)激动，战栗，震颤 2. 使(人)心情激荡的书(影剧等)","CET6","CET6","","","n",""
"thrive","/θraɪv/","兴盛，成功，繁荣","CET6","CET6","","","v",""
"throat","/θrəut/","咽喉，喉咙；嗓音","CET4","CET4","","","n",""
"throne","/θrəʊn/","宝座，御座 2. 王权，王位","CET6","CET6","","","n",""
"throng","/θrɔŋ/","群，人群 vt.挤满","CET4","CET4","","","n",""
"through","/θruː/","穿过 ad.从头到尾","CET4","CET4","","","prep",""
"throughout","/θru(ː)ˈaut/","遍及 ad.到处","CET4","CET4","","","prep",""
"throw","/θrəu/","投，掷，抛，扔","CET4","CET4","","","vt",""
"thrust","/θrʌst/","插，刺 n.插；讽刺","CET4","CET4","","","vt",""
"thumb","/θʌm/","(大)拇指","CET4","CET4","","","n",""
"thunder","/ˈθʌndə/","雷 vi.打雷 vt.吼出","CET4","CET4","","","n",""
"thursday","/ˈθəːzdi/","星期四","CET4","CET4","","","n",""
"thus","/ðʌs/","如此，这样；因而","CET4","CET4","","","ad",""
"tick","/tɪk/","滴答声(尤指钟表的) 2. 核对记号，勾号","CET6","CET6","","","n",""
"ticket","/ˈtikit/","票，券；纲领；传票","CET4","CET4","","","n",""
"tickle","/ˈtɪkl/","胳肢，呵痒 2. 使愉悦，满足","CET6","CET6","","","v",""
"tide","/taid/","潮，潮汐；潮流","CET4","CET4","","","n",""
"tidy","/ˈtaidi/","整洁的；整齐的","CET4","CET4","","","a",""
"tie","/tai/","领带；联系 vt.系","CET4","CET4","","","n",""
"tiger","/ˈtaigə/","虎","CET4","CET4","","","n",""
"tight","/tait/","紧的；紧身的","CET4","CET4","","","a",""
"tile","/taɪl/","瓦，瓷砖","CET6","CET6","","","n",""
"till","/til/","conj.直到...为止","CET4","CET4","","","prep",""
"tilt","/tɪlt/","(使)倾斜，(使) 翘起","CET6","CET6","","","v",""
"timber","/ˈtimbə/","木材，木料","CET4","CET4","","","n",""
"time","/taim/","时间；时机；次，回","CET4","CET4","","","n",""
"timely","/ˈtaɪmlɪ/","及时的，适时的，合时宜的","CET6","CET6","","","adj",""
"timetable","/ˈtaimteib(ə)l/","时间表，时刻表","CET4","CET4","","","n",""
"timid","/ˈtɪmɪd/","胆小的，羞怯的","CET6","CET6","","","adj",""
"tin","/tin/","锡；罐头","CET4","CET4","","","n",""
"tiny","/ˈtaini/","微小的，极小的","CET4","CET4","","","a",""
"tip","/tip/","梢，末端，尖，尖端","CET4","CET4","","","n",""
"tire","/ˈtaiə/","疲劳，累；厌倦","CET4","CET4","","","vi",""
"tired","/ˈtaiəd/","疲劳的；厌倦的","CET4","CET4","","","a",""
"tissue","/ˈtɪʃuː/","(任何种类的)织物 2. (动植物的)组织 3. 薄纸，面纸","CET6","CET6","","","n",""
"title","/ˈtaitl/","标题，题目；称号","CET4","CET4","","","n",""
"to","/tuː/","到，向，达到","CET4","CET4","","","prep",""
"toast","/təust/","烤面包 vt.烘，烤","CET4","CET4","","","n",""
"tobacco","/təˈbækəu/","烟草，烟叶","CET4","CET4","","","n",""
"today","/təˈdei/","在今天；现在","CET4","CET4","","","ad",""
"toe","/təu/","脚趾，足尖","CET4","CET4","","","n",""
"together","/təˈgeðə/","共同，一起","CET4","CET4","","","ad",""
"toilet","/ˈtɔilit/","厕所，盥洗室，浴室","CET4","CET4","","","n",""
"token","/ˈtəʊkən/","标记，象征 2. 代币，辅币 3. 代价券，礼券","CET6","CET6","","","n",""
"tolerance","/ˈtɔlərəns/","忍受，容忍；公差","CET4","CET4","","","n",""
"tolerant","/ˈtɒlərənt/","容忍的，宽容的","CET6","CET6","","","adj",""
"tolerate","/ˈtɔləreit/","忍受，容忍，宽恕","CET4","CET4","","","vt",""
"tomato","/təˈmɑːtəu/","番茄，西红柿","CET4","CET4","","","n",""
"tomb","/tuːm/","坟，冢","CET4","CET4","","","n",""
"tomorrow","/təˈmɔrəu/","在明天 n.明天","CET4","CET4","","","ad",""
"ton","/tʌn/","吨；大量","CET4","CET4","","","n",""
"tone","/təun/","音；腔调；声调","CET4","CET4","","","n",""
"tongue","/tʌŋ/","舌，舌头；语言","CET4","CET4","","","n",""
"tonight","/təˈnait/","在今夜 n.今夜","CET4","CET4","","","ad",""
"too","/tuː/","也，还；太，过分","CET4","CET4","","","ad",""
"tool","/tuːl/","工具，器具，用具","CET4","CET4","","","n",""
"tooth","/tuːθ/","牙齿","CET4","CET4","","","n",""
"top","/tɔp/","顶；首位 a.顶的","CET4","CET4","","","n",""
"topic","/ˈtɔpik/","题目，论题，话题","CET4","CET4","","","n",""
"torch","/tɔːt∫/","火炬，火把；手电筒","CET4","CET4","","","n",""
"torrent","/ˈtɔrənt/","奔流，激流，洪流","CET4","CET4","","","n",""
"tortoise","/ˈtɔːtəs/","龟，乌龟","CET4","CET4","","","n",""
"torture","/ˈtɔːt∫ə/","拷问；折磨 vt.拷打","CET4","CET4","","","n",""
"toss","/tɒs/","投，扔，抛 2. (使)颠簸，(使)摇摆 3. (指身体部分)突然举起，突然抬起 4. 轻拌 5. 掷(钱币)(看其正反)以决定某事","CET6","CET6","","","v",""
